Name,Team,playerid,mlbid
Jeremy Vasquez,- - -,sa915673,657075
Jeren Kendall,Dodgers (A+),sa829529,656607
Jermaine Palacios,- - -,sa828886,650339
Jeronimo Castro,Dodgers (R),sa917880,669875
Jerrick Francees,White Sox (R),sa3006082,679968
Jerrick Suiter,Pirates (AAA),sa599740,607088
Jerry Downs,Red Sox (A+),sa875630,664960
Jerry Keel,- - -,sa856543,664843
Jerry Seitz,- - -,sa827965,642345
Jery Hernandez,Mariners (R),sa3005941,680629
Jess Williams,Brewers (R),sa3007024,673135
Jesse Berardi,Indians (A),sa829838,656229
Jesse Hodges,Cubs (AA),sa739560,615694
Jesse Medrano,- - -,sa3004697,676935
Jesse Scholtens,- - -,sa918144,669947
Jesse Wilkening,- - -,sa875879,665095
Jesus Alastre,Phillies (A),sa826646,650793
Jesus Arredondo,- - -,sa635035,611319
Jesus Atencio,Royals (R),sa740126,642296
Jesus Azuaje,- - -,sa3004397,676866
Jesus Baptista,Rockies (R),sa3003204,672416
Jesus Bastidas,Yankees (A-),sa916969,665846
Jesus Chirinos,Brewers (R),sa3005538,678652
Jesus Dominguez,Dodgers (R),sa3006438,681599
Jesus Feliz,Twins (R),sa3002624,672719
Jesus Graterol,Yankees (R),sa917138,665634
Jesus Henriquez,Phillies (A-),sa871434,660685
Jesus Hernandez,Blue Jays (R),sa3005606,679866
Jesus Lage,- - -,sa872494,660734
Jesus Leon,Angels (R),sa3006124,678496
Jesus Liranzo,- - -,sa658076,622338
Jesus Lopez,Athletics (A),sa830306,645457
Jesus Lujano,Brewers (R),sa917197,665708
Jesus Maestre,Indians/Brewers (R),sa3002854,672747
Jesus Maita,Red Sox (R),sa3005557,678786
Jesus Marriaga,Diamondbacks (R),sa917311,667354
Jesus Morales,Nationals (R),sa872776,660548
Jesus Moreno,Rangers (R),sa3007914,678986
Jesus Munoz,Diamondbacks (R),sa917186,665835
Jesus Navarro,- - -,sa872468,517628
Jesus Orecchia,Cardinals (R),sa3005725,677624
Jesus Reyes,- - -,sa3005915,678716
Jesus Sanchez,- - -,sa872787,466454
Jesus Severino,Yankees (R),sa3003318,672748
Jesus Severino,- - -,sa827943,672748
Jesus Tinoco,Rockies (AA),sa657723,622786
Jesus Valdez,Dodgers (R),sa3005492,678232
Jeter Downs,Reds (A),sa3004615,669023
Jett Manning,- - -,sa3008409,681956
Jeury Castillo,Astros (R),sa3003336,672793
Jevi Hernandez,Phillies (R),sa3003415,674166
Je'Von Ward,Brewers (R),sa3004969,669219
Jeyner Baez,Nationals (A),sa828411,649603
Jeyson Sanchez,Angels (A),sa828118,657329
Jhailyn Ortiz,Phillies (A),sa920180,665560
Jhalan Jackson,- - -,sa875208,641720
Jhan Polanco,Pirates (R),sa3006531,681590
Jhan Rodriguez,- - -,sa917340,668569
Jhenrry Moreno,Tigers (R),sa3003237,672560
Jheyser Azuaje,- - -,sa826670,650543
Jhoan Herrera,- - -,sa736902,642288
Jhoan Paulino,Athletics (R),sa3005563,678801
Jhoan Urena,Mets (AA),sa657511,622561
Jhoander Saez,Mets (R),sa3003206,672424
Jhoandro Alfaro,White Sox (R),sa877352,658532
Jhoiner Rodriguez,Yankees (R),sa3006425,678318
Jhombeyker Morales,Mariners (A+),sa655900,620988
Jhon Nunez,- - -,sa736923,642344
Jhon Sandoval,Tigers (R),sa3003275,672641
Jhon Solarte,Blue Jays (R),sa3005510,678389
Jhon Torres,- - -,sa3003233,672536
Jhonaiker Osorio,Marlins (R),sa3005718,677586
Jhoneiker Betancourt,White Sox (R),sa3003225,672501
Jhonkensy Noel,Indians (R),sa3005579,678877
Jhonleider Salinas,Rays (A),sa873497,662959
Jhonny Bethencourt,Cubs (A),sa871485,661437
Jhonny David,Brewers (R),sa3008474,680582
Jhonny Pereda,Cubs (A+),sa735866,640902
Jhonny Santos,- - -,sa828314,645308
Jhosner Vargas,Rays (R),sa917109,665841
Jiandido Tromp,- - -,sa659194,623927
Ji-Hwan Bae,Pirates (R),sa3006895,678225
Jim Caceres,Twins (R),sa3005752,678664
Jim Haley,Rays (A),sa918418,670113
Jimmie Feliz,Dodgers (R),sa3007297,678491
Jimmy Barnes,Angels (A),sa875596,663509
Jimmy Galusky,- - -,sa3006784,675624
Jimmy Herget,Reds (AAA),sa658965,623474
Jimmy Herron,- - -,sa3008183,676939
Jimmy Kerrigan,- - -,sa3005235,677965
Jimmy Mojica,Tigers (R),sa3003260,672609
Jin-De Jhang,- - -,sa653546,618085
JJ Muno,- - -,sa3004176,676827
JJ Schwarz,- - -,sa3008391,656943
Jo Adell,- - -,sa3004837,666176
Joan Gregorio,Giants (AAA),sa547815,593340
Joantgel Segovia,- - -,sa827979,650694
Jodd Carter,- - -,sa829534,656293
Joe Broussard,Dodgers (AAA),sa708442,657530
Joe Cronin,Twins (A+),sa857761,630063
Joe DeCarlo,Mariners (AA),sa657935,620998
Joe Dunand,- - -,sa3005360,656388
Joe Freiday,Cardinals (R),sa3007866,656438
Joe Gillette,Diamondbacks (R),sa3006849,656461
Joe Gomez,Cardinals (A-),sa3004499,667589
Joe Gray,Brewers (R),sa3008005,669336
Joe Gunkel,Marlins (AAA),sa738176,641646
Joe Hudson,- - -,sa658019,621529
Joe McCarthy,- - -,sa858039,663411
Joe Perez,Astros (R),sa3006868,669309
Joe Rizzo,Mariners (A+),sa917934,666143
Joe Robbins,Diamondbacks (R),sa3006659,667510
Joe Sever,Indians (AA),sa579296,608711
Joe Zanghi,Mets (AA),sa875398,642236
Joel Bender,Reds (AA),sa549763,592139
Joel Booker,- - -,sa918497,664689
Joel Diaz,Rockies (A+),sa737204,642315
Joel Munoz,Indians/Brewers (R),sa3003433,676315
Joel Payamps,- - -,sa597219,606303
Joel Reyes,Braves (R),sa3004981,677671
Joerlin De Los Santos,Cardinals (R),sa3005723,677621
Joey Bart,- - -,sa3007786,663698
Joey Bartosic,Rockies (R),sa3002763,676756
Joey Curletta,Mariners (AA),sa658025,621575
Joey DeNato,Phillies (AA),sa621650,657560
Joey Harris,- - -,sa918157,670055
Joey Meneses,Phillies (AAA),sa604598,608841
Joey Morgan,Tigers (A),sa3004032,656765
Joey Roach,Rays (A+),sa918726,664171
Joey Rose,- - -,sa918007,669694
Joey Wong,- - -,sa502131,502292
Johampher Arrendoll,Rays (R),sa917108,667325
Johan Cruz,White Sox (A),sa736621,642711
Johan De Jesus,Pirates (R),sa736958,642699
Johan Liberato,- - -,sa3005623,681615
Johan Lopez,Rays (R),sa3003228,679740
Johan Mieses,- - -,sa747574,644407
Johan Rojas,Phillies (R),sa3005784,679032
Johan Sala,- - -,sa872543,660633
Johendry Vasquez,- - -,sa3007749,681593
John Aiello,Blue Jays (R),sa3007012,663628
John Brontsema,- - -,sa918625,670424
John Cresto,Rockies (R),sa3006782,664222
John Gavin,Giants (A+),sa829790,656451
John Ham,Orioles (R),sa3007653,682138
John Jones,Athletics (R),sa3006852,657626
John La Prise,Blue Jays (A+),sa858215,663425
John Lantigua,Pirates (R),sa3003370,672888
John Mora,Mets (AA),sa657676,622516
John Nogowski,- - -,sa829744,596056
John Norwood,Marlins (AA),sa598986,607044
John Polonius,- - -,sa599310,607318
John Riley,- - -,sa738650,642013
John Sansone,- - -,sa659304,623518
John Silviano,- - -,sa658243,623195
John Simms,Nationals (AAA),sa550088,592745
John Valente,- - -,sa3006923,681976
Johnabiell Laureano,White Sox (R),sa3005787,679553
Johnathan Rodriguez,Indians (R),sa3004147,671286
Johneshwy Fargas,Giants (A+),sa737941,641561
Johnny Adams,Mariners (A),sa873596,650626
Johnny Bladel,Red Sox (AA),sa3006604,608630
Johnny Davis,- - -,sa738287,643275
Johnny Magliozzi,Mets (AA),sa599745,596026
JoJo Romero,Phillies (AA),sa917955,668941
Jomar Reyes,Orioles (A+),sa830204,655997
Jommer Hernandez,Pirates (R),sa3005586,678912
Jon Berti,- - -,sa598490,542932
Jon Duplantier,Diamondbacks (AA),sa874168,641541
Jon Kemmer,- - -,sa738208,643392
Jon Littell,- - -,sa3007630,657662
Jon Olczak,Brewers (AA),sa875297,664144
Jon Perrin,- - -,sa829664,657714
Jon Rosoff,- - -,sa3007635,674418
Jonah Arenado,Giants (AA),sa738199,643198
Jonah Bride,- - -,sa3007516,681146
Jonah Davis,Pirates (R),sa3007501,663495
Jonah Heim,- - -,sa737843,641680
Jonah McReynolds,Rangers (A-),sa918288,669252
Jonah Todd,Angels (A+),sa3002724,676602
Jonaiker Izaguirre,Braves (R),sa3006433,678806
Jonarkys Lopez,Astros (R),sa3006195,678699
Jonatan Machado,- - -,sa924310,671054
Jonatan Mezquita,- - -,sa917064,669801
Jonathan Aranda,Rays (R),sa919293,666018
Jonathan Arauz,- - -,sa877498,660620
Jonathan Chinchilla,Marlins (R),sa3008052,677582
Jonathan Davis,- - -,sa739308,641505
Jonathan Diaz,Red Sox (R),sa3005290,677985
Jonathan Engelmann,Indians (R),sa3006858,663834
Jonathan Guzman,Phillies (A-),sa917127,664368
Jonathan India,- - -,sa3008178,663697
Jonathan Jones,- - -,sa526453,592445
Jonathan Lacroix,Astros (A),sa3005416,676683
Jonathan Laureano,Indians (A),sa918576,670415
Jonathan Lopez,- - -,sa924293,671231
Jonathan Morales,- - -,sa875808,664966
Jonathan Ornelas,Rangers (R),sa3006909,680716
Jonathan Ortega,- - -,sa3006790,681954
Jonathan Pryor,Nationals (A-),sa3004622,676765
Jonathan Quintana,Nationals (R),sa3007916,682156
Jonathan Rodriguez,Cubs (R),sa3005564,678802
Jonathan Rodriguez,Marlins (AAA),sa503023,678802
Jonathan Sierra,Cubs (A-),sa917303,666626
Jonathan Soto,- - -,sa3003428,675853
Jonathan Willems,Reds (R),sa917150,666635
Jonelvy Molina,- - -,sa917179,665785
Jonny Homza,Padres (R),sa3004155,676074
Jorbit Vivas,Dodgers (R),sa3005511,678391
Jordan Betts,- - -,sa827329,657515
Jordan Cowan,- - -,sa738703,643268
Jordan Devencenzi,Athletics (A),sa875840,665109
Jordan Diaz,Athletics (R),sa3003221,672478
Jordan George,Pirates (AA),sa876211,665009
Jordan Gore,- - -,sa3004127,641625
Jordan Groshans,Blue Jays (R),sa3006893,677954
Jordan Johnson,- - -,sa602658,607588
Jordan McArdle,Diamondbacks (R),sa3004037,659918
Jordan Mills,Nationals (AA),sa738394,643458
Jordan Minch,Cubs (AA),sa827492,621356
Jordan Pearce,Tigers (A),sa915690,676805
Jordan Procyshen,- - -,sa829345,601714
Jordan Qsar,- - -,sa3007078,682040
Jordan Rodgers,Braves (A+),sa3002874,676529
Jordan Scott,Yankees (R),sa918325,663303
Jordan Verdon,- - -,sa3006862,664981
Jordan Wren,- - -,sa3002843,670301
Jordan Yamamoto,Marlins (AA),sa829040,657141
Jordan Zimmerman,Angels (A+),sa915727,669745
Jordy Barley,Padres (R),sa3004148,672357
Jordyn Adams,- - -,sa3008032,677941
Jordyn Muffley,Rays (R),sa3004515,676854
Jorgan Cavanerio,Marlins (AA),sa598143,606190
Jorge Barrosa,Diamondbacks (R),sa3005524,678489
Jorge Caballero,Marlins (R),sa3003360,672850
Jorge Flores,- - -,sa550275,592312
Jorge Gordon,Athletics (R),sa872496,660767
Jorge Hernandez,Dodgers (R),sa3008441,678814
Jorge Hurtado,Nationals (R),sa3005749,678646
Jorge Martinez,- - -,sa917117,666793
Jorge Mateo,Athletics (AAA),sa657910,622761
Jorge Ona,Padres (A+),sa974072,671250
Jorge Perez,- - -,sa917308,667367
Jorge Rodriguez,Braves (R),sa3006593,678400
Jorge Saez,Yankees (AA),sa658909,623278
Jorge Samuel,Giants (R),sa3006583,681757
Jorge Sencion,Reds (R),sa3003194,671226
Jorge Sequera,Reds (R),sa917562,668597
Jorge Solano,Mariners (A+),sa3005395,680013
Jorge Ynirio,Tigers (R),sa872585,660797
Jorgen Rosas,White Sox (R),sa872449,660791
Jorma Rodriguez,- - -,sa736694,642688
Jose Abel Hernandez,Blue Jays (R),sa881592,665740
Jose Acosta,Reds (R),sa3006187,678584
Jose Alejandro Gonzalez,Cubs (R),sa826651,530067
Jose Almonte,Rangers (R),sa828294,650954
Jose Alvarez,Astros (R),sa3003377,672905
Jose Amador,- - -,sa509117,477369
Jose Antequera,- - -,sa826778,655672
Jose Arteaga,Indians/Brewers (R),sa3006191,678626
Jose Azocar,- - -,sa735839,640492
Jose Barraza,- - -,sa658096,622186
Jose Bermudez,- - -,sa916720,660712
Jose Bonilla,Athletics (R),sa3005528,678593
Jose Brizuela,- - -,sa602857,595895
Jose Caballero,- - -,sa3004817,676609
Jose Cano,Mariners (R),sa836650,656010
Jose Caraballo,Royals (R),sa828151,645280
Jose Cardona,- - -,sa599888,606580
Jose Cardozo,Rangers (R),sa3003234,672545
Jose Carlos Urena,- - -,sa657491,614182
Jose Carrera,Yankees (R),sa913365,677710
Jose Carrillo,Astros (A-),sa873144,664325
Jose Cedeno,Phillies (R),sa3005789,679966
Jose Colina,White Sox (R),sa872875,660652
Jose Colon,Rockies (R),sa3005520,678475
Jose Cordova,- - -,sa3006548,510612
Jose Curpa,Diamondbacks (R),sa3002703,672627
Jose Del Palacio,Rays (R),sa917789,666710
Jose Devers,- - -,sa3003295,672701
Jose Fermin,Indians (A-),sa917339,665877
Jose Ferrer,Blue Jays (R),sa3005952,678276
Jose Flores,- - -,sa503583,501320
Jose Florian,Royals (R),sa3005796,681612
Jose Garcia,Reds (A),sa3005385,676480
Jose Garcia,- - -,sa657393,676480
Jose Geronimo,Cardinals (R),sa3002904,660828
Jose Godoy,- - -,sa657267,608422
Jose Gomez,Phillies (A+),sa828331,680824
Jose Guardo,Rangers (R),sa3003409,673652
Jose Gutierrez,- - -,sa917301,666628
Jose Guzman,Angels (R),sa3005601,679739
Jose Hernandez,Braves (R),sa3005728,664353
Jose Hernandez,Giants (R),sa3006439,664353
Jose Herrera,- - -,sa830295,645444
Jose Jr. Vizcaino,Giants (A),sa659043,621015
Jose King,- - -,sa917184,666593
Jose Layer,Giants (A-),sa918284,671255
Jose Lezama,Padres (A-),sa872746,661405
Jose Lizarraga,Orioles (R),sa872512,660840
Jose Lopez,Reds (AAA),sa709715,656661
Jose Marmolejos,Nationals (AAA),sa598311,592530
Jose Marquez,- - -,sa873155,660762
Jose Martinez,Yankees (R),sa3006890,672866
Jose Martinez,- - -,sa736960,672866
Jose Martinez,Twins (A),sa828472,672866
Jose Medina,- - -,sa828205,642375
Jose Mejias,Red Sox (R),sa917533,666616
Jose Mena,Mets (R),sa919893,670548
Jose Mendoza,Astros (R),sa3005761,678762
Jose Mercado,Phillies (R),sa3007305,680920
Jose Miguel Medina,Mets (A-),sa828865,656017
Jose Miranda,- - -,sa917952,669304
Jose Montanez,Orioles (R),sa3004514,676807
Jose Mujica,Athletics (R),sa3006525,620445
Jose Nava,Dodgers (R),sa3005496,678264
Jose Navas,Red Sox (R),sa3005567,678818
Jose Palma,Braves (R),sa3003411,673744
Jose Pastrano,Athletics (R),sa3006721,678643
Jose Patino,Giants (R),sa872801,660740
Jose Pena,- - -,sa510341,576968
Jose Peralta,Giants (R),sa3005914,678676
Jose Pereira,Rays (R),sa917464,665934
Jose Peroza,Mets (R),sa3003288,672692
Jose Polonia,Yankees (R),sa837662,659078
Jose Pujols,- - -,sa739662,620452
Jose Queliz,- - -,sa658848,623896
Jose Quero,- - -,sa917017,666773
Jose Quezada,Angels (R),sa3005165,681835
Jose Quijada,- - -,sa828494,650671
Jose Rafael De Paula,- - -,sa657482,606127
Jose Reina,Tigers (R),sa3005911,678642
Jose Reyes,Angels (R),sa3005490,677611
Jose Reyes,- - -,sa924090,677611
Jose Rivas,Blue Jays (R),sa3005561,678798
Jose Rivas,Athletics (A-),sa872495,678798
Jose Rivera,Phillies (R),sa3003420,674391
Jose Rivero,Giants (R),sa872802,660755
Jose Rodriguez,White Sox (R),sa3005788,679563
Jose Rodriguez,Tigers (R),sa3005934,679563
Jose Rojas,- - -,sa918928,670351
Jose Salas,Tigers (R),sa871446,660596
Jose Sanchez,Nationals (A-),sa3004382,672566
Jose Sibrian,Brewers (R),sa917196,665715
Jose Siri,- - -,sa736940,642350
Jose Taveras,Phillies (AA),sa828246,650810
Jose Tello,- - -,sa873350,661566
Jose Tena,Indians (R),sa3005482,677588
Jose Theran,Blue Jays (R),sa922167,669019
Jose Tonton,Rays (R),sa828430,642446
Jose Torrealba,Rays (R),sa871439,660816
Jose Verrier,Angels (R),sa3006882,677130
Jose Vicente,Indians (A),sa828860,650502
Jose Villa,- - -,sa3003253,672588
Jose Vinicio,Diamondbacks (AA),sa549538,596145
Jose Zapata,Cardinals (R),sa3006179,677627
Jose Zepeda,Blue Jays (R),sa3005922,678767
Joseivin Medina,- - -,sa3005502,678290
Joseph Gilma,Marlins (R),sa3003381,673110
Joseph Odom,- - -,sa738310,641929
Joseph Paulino,Indians/Brewers (R),sa3006580,678839
Joseph Pena,- - -,sa3007087,682174
Joseph Reyes,Blue Jays (R),sa3004269,672907
Joseph Rosa,Mariners (A),sa872490,660563
Joseph Shaw,Mets (AA),sa658941,621256
Josh Allen,Mets (AA),sa3006643,613580
Josh Altmann,Rangers (A+),sa875314,664938
Josh Breaux,- - -,sa3008051,677007
Josh Fuentes,Rockies (AAA),sa829934,658069
Josh Graham,Braves (AA),sa658525,621050
Josh Lester,Tigers (AA),sa658811,623507
Josh Lowe,Rays (A+),sa917926,666139
Josh McLain,- - -,sa3006850,656717
Josh Morgan,- - -,sa828797,656766
Josh Naylor,Padres (AA),sa874243,647304
Josh Ockimey,- - -,sa829375,656807
Josh Rojas,- - -,sa913302,668942
Josh Rolette,Indians (A),sa875776,664988
Josh Sborz,- - -,sa827472,622250
Josh Shaw,Cardinals (R),sa3007056,680965
Josh Stephen,Phillies (A),sa918203,668706
Josh Stowers,Mariners (A-),sa3007010,663618
Josh Tobias,- - -,sa599333,596122
Josh Tols,Phillies (AA),sa971745,599644
Josh Uhen,Brewers (AA),sa737825,642159
Josh VanMeter,- - -,sa737821,642165
Joshua Palacios,Blue Jays (A+),sa829562,641943
Joshua Torres,- - -,sa659907,624575
Joshwan Wright,Athletics (R),sa3005519,678428
Josue Cruz,Orioles (R),sa3005577,678875
Josue Fernandez,Cubs (R),sa3005595,679596
Josue Guerrero,White Sox (R),sa3003270,672626
Josue Herrera,Orioles (R),sa828287,645287
Josue Huma,Cubs (R),sa3003379,673045
Josue Rodriguez,Rangers (R),sa3003209,672434
Jothson Flores,Indians (R),sa3005241,677121
Joyser Garcia,Cardinals (R),sa3003293,672699
Juan Aparicio,Phillies (R),sa3002710,672821
Juan Apodaca,- - -,sa286639,465698
Juan Barriento,Red Sox (A),sa829438,656040
Juan Batista,Diamondbacks (R),sa3005629,681708
Juan Bidau,Rangers (R),sa3003414,673883
Juan Camacho,- - -,sa877333,660518
Juan Carlos Abreu,Red Sox (R),sa918527,669280
Juan Carlos Negret,Royals (R),sa3003430,676002
Juan Carlos Smith,Phillies (R),sa919974,667599
Juan Crisp,Yankees (R),sa3005592,679311
Juan De La Rosa,Mets (R),sa3003235,672546
Juan De Leon,Yankees (R),sa872565,660665
Juan Echevarria,Orioles (A-),sa875306,663499
Juan Fernandez,Padres (A),sa917824,667749
Juan Frias,Brewers (R),sa3005933,678885
Juan Garcia,Padres (R),sa3006436,678956
Juan Garcia,Rays (R),sa917106,678956
Juan Hernandez,Red Sox (R),sa737365,642485
Juan Herrera,Phillies (R),sa3002699,672532
Juan Kelly,Blue Jays (AA),sa657541,622806
Juan Loyo,Mets (R),sa3005948,681735
Juan Martinez,Reds (AA),sa657740,622576
Juan Martinez,- - -,sa917056,622576
Juan Mata,Rays (R),sa3005943,680637
Juan Mena,Pirates (R),sa3005506,678360
Juan Montes,Orioles (R),sa828387,650375
Juan Mora,Cubs (R),sa3008469,680643
Juan Morales,Braves (R),sa917152,665882
Juan Padron,Diamondbacks (R),sa3006430,678722
Juan Pascal,- - -,sa917155,666813
Juan Paulino,Astros (R),sa3008190,682096
Juan Perez,- - -,sa599306,622809
Juan Pie,Pirates (R),sa3005531,678607
Juan Pineda,Astros (A-),sa872798,658550
Juan Querecuto,Mariners (R),sa3005721,677603
Juan Ramirez,Astros (R),sa917018,665865
Juan Rojas,Red Sox (R),sa3006565,679564
Juan Santana,Athletics (R),sa3005558,678787
Juan Uriarte,Mets (A-),sa872569,660842
Juan Vasquez,Cubs (R),sa3005269,672663
Juan Ventura,Rangers (A-),sa917281,660721
Juan Yepez,- - -,sa877505,660766
Juan Zabala,Dodgers (R),sa913717,668558
Julian Leon,- - -,sa739577,624645
Julio Carreras,- - -,sa3005598,679734
Julio De La Cruz,- - -,sa3003224,678764
Julio De La Cruz,Padres (R),sa3006199,678764
Julio Enrique,Dodgers (R),sa3005503,678294
Julio Francisco,- - -,sa3002694,672408
Julio Garcia,Angels (A),sa837670,659079
Julio Gonzalez,- - -,sa3003967,676734
Julio Machado,Marlins (R),sa3005717,677580
Julio Martinez,- - -,sa872583,660699
Julio Meza,Rays (R),sa3003423,674466
Julio Pablo Martinez,- - -,sa3005607,679881
Julio Rene,- - -,sa3003177,669867
Julio Rodriguez,Mariners (R),sa3005720,667372
Julio Rodriguez,Cardinals (A),sa917669,667372
Junior Fernandez,Cardinals (AA),sa831812,658551
Junior Gonzalez,Mariners (R),sa3006221,650879
Junior Guerrero,Rockies (R),sa3005615,680623
Junior Marte,Astros (R),sa3005899,678263
Junior Melo,Reds (R),sa3003385,673235
Junior Perez,Padres (R),sa3005744,678577
Junior Soto,Yankees (A-),sa829108,645310
Juremi Profar,Rangers (AA),sa736995,642282
Justin Bellinger,Reds (R),sa829026,656225
Justin Bridgman,- - -,sa3004069,676904
Justin Childers,- - -,sa3007085,682167
Justin Connell,- - -,sa3004884,676667
Justin Dean,- - -,sa3007070,681909
Justin Donatella,Diamondbacks (AA),sa875616,663393
Justin Dunn,Mets (AA),sa738718,643290
Justin Ellison,Braves (A+),sa875581,663388
Justin Harrer,Pirates (R),sa3007504,664734
Justin Jacobs,Rangers (A),sa3004729,677367
Justin Jones,- - -,sa3006942,682513
Justin Kamplain,Yankees (A+),sa599231,607226
Justin Kelly,Braves (AA),sa918908,670179
Justin Lopez,Padres (A),sa3002670,672358
Justin Morris,Pirates (R),sa3008506,656771
Justin Oferman,Rockies (R),sa3006216,680648
Justin Paulsen,Padres (A-),sa3004074,677043
Justin Qiang,Red Sox (R),sa3007097,682487
Justin Smith,- - -,sa3003948,662013
Justin Toerner,Cardinals (A-),sa3006735,682109
Justin Twine,- - -,sa828686,657064
Justin Yurchak,White Sox (A),sa915590,657144
K.C. Hobson,Giants (AA),sa501541,571785
K.V. Edwards,Rays (R),sa3008109,670205
Ka'ai Tom,Indians (AA),sa875069,664789
Kacy Clemens,- - -,sa738624,641459
Kade Scivicque,- - -,sa875053,664767
Kaleb Fleck,Nationals (AA),sa526875,592310
Kaleo Johnson,Rays (R),sa3006935,682162
Kameron Esthay,Nationals (A),sa915811,673985
Karch Kowalczyk,Dodgers (AA),sa829792,657651
Kean Wong,Rays (AAA),sa737841,642221
Ke'Bryan Hayes,Pirates (AA),sa874730,663647
Keegan Fish,Marlins (R),sa3007068,681866
Keegan McGovern,- - -,sa3006710,656708
Keegan Thompson,Cubs (AA),sa918851,624522
Keibert Petit,Red Sox (R),sa873312,664320
Keibert Ruiz,Dodgers (AA),sa872528,660688
Keinner Pina,Angels (A),sa828363,650658
Keith Skinner,- - -,sa918045,670040
Keithron Moss,Rangers (R),sa3005599,679736
Kekai Rios,Brewers (R),sa3007282,663519
Kellin Deglan,- - -,sa548189,592256
Kelly Secrest,Mets (AAA),sa829156,642059
Kelvin Alarcon,Padres (A-),sa917142,665983
Kelvin Beltre,Giants (A+),sa827969,645278
Kelvin Garcia,Athletics (R),sa3005921,678765
Kelvin Gutierrez,- - -,sa736855,642721
Kelvin Hidalgo,Cubs (R),sa3005913,678675
Kelvin Maldonado,White Sox (R),sa3006918,681851
Kelvin Melean,- - -,sa917141,665913
Kelvin Pena,Braves (R),sa3008083,682457
Kelvin Smith,Tigers (R),sa3006914,680895
Kelvin Vasquez,Braves (AA),sa602917,608734
Kember Nacero,Royals (R),sa3005150,672575
Kendall Coleman,Mets (A-),sa737944,643259
Kendry Marte,Tigers (R),sa3003266,672622
Kendy Moya,Angels (R),sa917443,667760
Kenen Irizarry,Rangers (R),sa3007310,681515
Kennard McDowell,Rockies (A-),sa3005236,669122
Kenneth Betancourt,- - -,sa3003350,672826
Kenny Corey,Brewers (A),sa3004073,677003
Kenny Hernandez,Mets (R),sa872522,660660
Kenny Mauricio,Blue Jays (R),sa3003273,672634
Kenny Wilson,- - -,sa454437,543932
Keon Barnum,White Sox (AA),sa657864,621572
Kervin Suarez,Red Sox (A),sa917093,665945
Keshawn Lynch,Diamondbacks (A-),sa3003949,663784
Keston Hiura,- - -,sa3004043,669374
Keudy Bocio,Phillies (A-),sa917128,665562
Kevin Aponte,- - -,sa917330,665965
Kevin Canelon,Reds (AA),sa597095,600870
Kevin Cron,Diamondbacks (AAA),sa597807,605196
Kevin Ginkel,Diamondbacks (AA),sa829213,656464
Kevin Hall,Mets (A-),sa921645,670881
Kevin Hamann,Cardinals (A-),sa3004221,676790
Kevin Herget,Cardinals (AAA),sa738986,643361
Kevin Josephina,- - -,sa830120,645291
Kevin Kramer,Pirates (AAA),sa599269,596012
Kevin Krause,Pirates (AA),sa827200,656632
Kevin Maitan,Angels (R),sa969045,670867
Kevin Markham,- - -,sa3004374,663403
Kevin Marnon,Twins (A+),sa3005261,677981
Kevin Medrano,- - -,sa577957,605378
Kevin Melendez,Rays (R),sa3007319,681861
Kevin Mendoza,Rangers (A-),sa736997,642337
Kevin Merrell,- - -,sa915707,656736
Kevin Miranda,Cubs (R),sa3008142,678377
Kevin Moreno,Cubs (R),sa3006905,679588
Kevin Nivar,Tigers (R),sa3005768,678817
Kevin Noriega,Diamondbacks (R),sa3003272,672631
Kevin Padlo,Rays (A+),sa828961,656821
Kevin Richards,Athletics (R),sa3004880,670863
Kevin Rivera,- - -,sa829322,656897
Kevin Santa,Mariners (A+),sa3004252,667576
Kevin Smith,- - -,sa915864,663325
Kevin Taylor,Mets (AA),sa599801,607741
Kevin Torres,Mets (R),sa3003261,672610
Kevin Vargas,Cardinals (R),sa3007035,677959
Kevin Vicuna,Blue Jays (A),sa872466,660631
Kevin Watson Jr.,Diamondbacks (R),sa3005151,675982
Kevin Williams,- - -,sa3002725,676692
Kevin Woodall,- - -,sa3007066,681842
Kevin Zamudio,Cubs (R),sa919529,665870
Kevon Jackson,Royals (R),sa3007317,681830
Kevonte Mitchell,Cubs (A+),sa829059,656748
Kevynn Arias,Tigers (R),sa3007094,682257
Keyber Rodriguez,Rangers (R),sa3005488,677601
Keyberth Mejias,Giants (R),sa3003303,672718
Keyder Aristigueta,- - -,sa827213,650542
Khalil Lee,- - -,sa917996,666137
Khayyan Norfork,Nationals (AA),sa546794,607341
Kidany Salva,Twins (R),sa918375,670093
Kiki Menendez,- - -,sa3007530,682560
Kimberling Encarnacion,Braves (R),sa3004980,677648
Kingston Liniak,- - -,sa3007020,669460
Kirby Bellow,Diamondbacks (AA),sa549801,592138
Kirvin Moesquit,Orioles (A),sa829715,656751
KJ Harrison,Brewers (A),sa829382,656508
Kleiber Rodriguez,Red Sox (R),sa917072,665990
Kleyder Sanchez,White Sox (R),sa3003313,672737
Kobie Taylor,Rangers (R),sa918366,669207
Kodi Medeiros,Brewers (AA),sa828664,656727
Kody Clemens,Tigers (A),sa3008002,665019
Kody Eaves,- - -,sa658290,623238
Kole Cottam,- - -,sa3006780,663526
Kole Enright,- - -,sa917991,670030
Kolton Mahoney,- - -,sa829372,656674
Korby Batesole,Red Sox (A-),sa3006847,656216
Korey Holland,Indians (R),sa3008249,680690
