Name,Team,playerid
Rafael Feliz,Twins (R),sa3008358
Rafael Gomez,Nationals (R),sa923902
Rafael Gomez,Red Sox (R),sa925013
Rafael Kelly,Athletics (A-),sa3002917
Rafael Marcano,Phillies (R),sa3008330
Rafael Martinez,Giants (R),sa3008554
Rafael Mejia,Cubs (R),sa872517
Rafael Monsion,Blue Jays (R),sa3003096
Rafael Ordaz,Mexican (AAA),sa657895
Rafael Pineda,Mexican (AAA),sa658959
Rafael Prensa,Rays (R),sa3003118
Rafael Pujols,- - -,sa737077
Raffi Vizcaino,Giants (A+),sa736742
Rafi Gonell,Phillies (R),sa3007807
Ragui Rodriguez,Mets (R),sa3006176
Raibel Custodio,Diamondbacks (R),sa3002924
Raidel Orta,- - -,sa3006818
Rainie Aguilar,Padres (R),sa3008112
Rainiery Rodriguez,Braves (R),sa3007903
Ralph Garza,- - -,sa875812
Ralston Cash,- - -,sa548277
Ramon Fernandez,Cardinals (R),sa3008276
Ramon Guzman,- - -,sa3003079
Ramon Perez,Padres (A-),sa3004005
Ramon Pineda,White Sox (R),sa3003053
Ramon Rosso,- - -,sa3002672
Ramon Santos,- - -,sa657843
Randy Acevedo,Royals (R),sa873299
Randy Alcantara,- - -,sa830622
Randy Bell,- - -,sa3004338
Randy Dobnak,Twins (A),sa3005287
Randy Jimenez,Pirates (R),sa920954
Randy LeBlanc,Twins (AA),sa549258
Randy Pondler,- - -,sa919219
Randy Rodriguez,Giants (R),sa3006366
Randy Valladares,Indians (A-),sa830278
Randy Vasquez,- - -,sa3007933
Ranfi Casimiro,- - -,sa603017
Raul Alcantara,Mariners (R),sa3005696
Raul Barron,Mexican (AAA),sa328471
Raul Brito,Marlins (R),sa928287
Raul Carrillo,Mexican (AAA),sa795710
Raul De Los Reyes,Tigers (R),sa3003071
Raul Hernandez,Reds (R),sa3003168
Raul Lopez,Rockies (R),sa3005880
Raulin Celedonio,Braves (R),sa3006167
Ray Castro,- - -,sa918014
Rayan Gonzalez,- - -,sa455370
Rayan Hernandez,Giants (A),sa738950
Raydel Velette,- - -,sa3007474
Raymells Rosa,Rockies (R),sa3002939
Raymond Burgos,- - -,sa918469
Raymond Kerr,Mariners (A),sa3005362
Raymond Pena,Cubs (R),sa873196
Rayne Supple,Rockies (R),sa3007773
Raynel Espinal,Yankees (AAA),sa737238
Rayniel Adames,Red Sox (R),sa918494
Rayniel Moreno,Red Sox (R),sa917484
Reagan Biechler,- - -,sa3002750
Reagan Todd,- - -,sa3006946
Reece Karalus,- - -,sa873637
Reed Garrett,- - -,sa830040
Reed Hayes,Orioles (A),sa875896
Reese Olson,Brewers (R),sa3008513
Refugio Marin,Mexican (AAA),sa977187
Reggie Lawson,Padres (A+),sa917951
Reggie McClain,Mariners (A+),sa918281
Reggie Meyer,Rangers (A-),sa3006758
Regi Grace,Twins (R),sa3008101
Reid Anderson,Rangers (A),sa918378
Reid Birlingmair,- - -,sa3007473
Reid Humphreys,- - -,sa738685
Reid Love,- - -,sa875280
Reid Schaller,- - -,sa3008023
Reilly Hovis,- - -,sa857700
Reimin Ramos,Rays (A+),sa875857
Reinaldo De Paula,Dodgers (R),sa3002820
Reinardo Mota,Reds (R),sa3003160
Reinier Roibal,- - -,sa553503
Reiss Knehr,- - -,sa3006952
Reiver Sanmartin,- - -,sa880982
Remey Reed,Marlins (A),sa918085
Rene Coss,Mexican (AAA),sa509041
Renny Tolentino,Brewers (R),sa3007271
Resly Linares,Rays (A),sa873296
Reynier Montero,Orioles (R),sa872791
Reyson Santos,Mets (R),sa3008266
Reza Aleaziz,Dodgers (R),sa3008019
Ricardo Frias,Rangers (R),sa3006172
Ricardo Hernandez,- - -,sa3002789
Ricardo Jacquez,Mexican (AAA),sa602551
Ricardo Leon,Astros (R),sa3007601
Ricardo Rivero,Mexican (AAA),sa3005370
Ricardo Sanchez,- - -,sa830302
Ricardo Silva,Tigers (R),sa3002986
Ricardo Smith,Reds (R),sa872465
Ricardo Velasquez,Indians/Brewers (R),sa3004654
Richard Cespedes,Rockies (R),sa885994
Richard Guasch,Athletics (R),sa3008434
Richard Lovelady,Royals (AAA),sa918199
Richard Morban,- - -,sa885669
Richardson Jimenez,Red Sox (R),sa3008388
Richelson Pena,- - -,sa597847
Richi Vasquez,Royals (R),sa3006382
Richie Fecteau,Angels (A+),sa827319
Rickey Ramirez,- - -,sa3004644
Ricky Karcher,Reds (R),sa3004590
Ricky Knapp,- - -,sa550202
Ricky Salinas,Reds (R),sa3007456
Ricky Surum,Yankees (A+),sa3004391
Ricky Vanasco,Rangers (R),sa3004863
Rico Garcia,- - -,sa918679
Riger Fernandez,- - -,sa871629
Rigo Beltran,- - -,sa3006993
Rigo Fernandez,- - -,sa3007257
Rigoberto Borbolla,- - -,sa3006170
Riley Cabral,Astros (A-),sa3006967
Riley Echols,- - -,sa3003933
Riley Ferrell,- - -,sa874967
Riley McCauley,- - -,sa3007964
Riley O'Brien,- - -,sa3004210
Riley Ottesen,- - -,sa3004741
Riley Pint,- - -,sa917922
Riley Richert,Dodgers (R),sa3005115
Riley Smith,Diamondbacks (A+),sa876070
Riley Thompson,Cubs (A-),sa876287
Rio Gomez,- - -,sa3004676
Rion Murrah,Angels (R),sa3006996
Rito Lugo,- - -,sa3008237
RJ Peace,- - -,sa875615
Roaldo Carvajal,- - -,sa3006503
Roansy Contreras,- - -,sa3003020
Rob Kaminsky,- - -,sa737532
Robbie Baker,Red Sox (R),sa3008103
Robbie Gordon,- - -,sa918958
Robbie Hitt,Brewers (A),sa3004463
Robbie Welhaf,- - -,sa3006965
Robby Rowland,- - -,sa548199
Robby Sexton,Diamondbacks (A+),sa918300
Robert Broom,- - -,sa3007235
Robert Calvano,- - -,sa919041
Robert Colina,Mets (R),sa3006133
Robert Corniel,- - -,sa739468
Robert Cruz,- - -,sa3006390
Robert Dugger,- - -,sa918433
Robert Garcia,Mexican (AAA),sa3005364
Robert Garcia,- - -,sa915840
Robert Ortiz,Brewers (R),sa3008389
Robert Tyler,- - -,sa738415
Robert Zarate,- - -,sa471754
Roberto Caro,Cubs (A+),sa657285
Roberto Delgado,Brewers (R),sa3003934
Roberto Espinosa,Mexican (AAA),sa504950
Roberto Francisco,Tigers (R),sa3005710
Roberto Hernandez,Indians (R),sa3006634
Robin Vazquez,Athletics (R),sa3008265
Robinson Hernandez,Rockies (R),sa3005879
Robinson Leyer,Reds (AA),sa657613
Robinson Lopez,- - -,sa503963
Robinson Martinez,- - -,sa873188
Robinson Montero,Red Sox (R),sa3006555
Robinson Ortiz,Dodgers (R),sa3004006
Robinson Parra,Red Sox (R),sa3007604
Robinson Pina,- - -,sa3003123
Robinson Ramos,Pirates (R),sa3005493
Roby Romero,- - -,sa977185
Rodard Avelino,- - -,sa3003040
Roddery Munoz,Braves (R),sa3008104
Rodney Hutchison,Yankees (A-),sa3008162
Rodney Theophile,Nationals (R),sa3008228
Rodolfo Aguilar,Mexican (AAA),sa542044
Rodolfo Aguirre,Mexican (AAA),sa447339
Rodolfo Fajardo,Tigers (R),sa3003117
Rodolfo Martinez,Giants (A+),sa206642
Rodolfo Sanchez,- - -,sa3003009
Rodrigo Benoit,- - -,sa747275
Rodrigo Valenzuela,Mexican (AAA),sa3004026
Roel Ramirez,- - -,sa737902
Rogelio Armenteros,Astros (AAA),sa877310
Rogelio Bernal,Mexican (AAA),sa914044
Rogelio Martinez,Mexican (AAA),sa651344
Roger Contreras,Rockies (R),sa3006520
Roger Parraga,Phillies (R),sa3008516
Roger Santana,Pirates (R),sa872562
Roither Hernandez,Blue Jays (R),sa3004333
Rolando Valdez,- - -,sa325738
Rolfy Vargas,Mets (R),sa3006499
Rollie Lacy,- - -,sa913072
Roman Pena,Mexican (AAA),sa294705
Romario Gil,Mexican (AAA),sa3002591
Ron Marinaccio,- - -,sa3004593
Ronald Bolanos,Padres (A+),sa3002595
Ronald Burgos,Tigers (R),sa3002955
Ronald Govea,Blue Jays (R),sa3006116
Ronald Gutierrez,- - -,sa917070
Ronald Magdaniel,Blue Jays (R),sa3002959
Ronald Parra,Indians (R),sa917480
Ronald Pena,- - -,sa658287
Ronald Sanchez,- - -,sa739207
Ronald Suarez,Cardinals (R),sa3006379
Ronaldo Alesandro,Braves (R),sa3007627
Ronaldo Lopez,Tigers (R),sa871917
Ronaldo Lopez,Cubs (R),sa879446
Ronel Blanco,- - -,sa919082
Roniel Raudes,Red Sox (A+),sa872825
Ronnie Taylor Jr.,Mets (R),sa3005267
Ronnie Williams,- - -,sa828702
Ronny Agustin,Pirates (A+),sa873563
Ronny Garcia,Astros (R),sa3003030
Ronny Henriquez,Rangers (R),sa3005835
Rony Garcia,- - -,sa918036
Rosmer Inojosa,Rangers (R),sa3003088
Rovaldis Cabrera,- - -,sa3002992
Roy Garcia,Cardinals (R),sa3002941
Roy Merritt,- - -,sa392227
Roybell Santodomingo,Rays (R),sa3006571
Royce Bolinger,- - -,sa658031
Royman Blanco,Red Sox (R),sa3008580
Ruben Alaniz,- - -,sa550438
Ruben Aponte,Phillies (R),sa3002686
Ruben Garcia,Orioles (A-),sa918319
Ruben Gonzalez,Pirates (R),sa3003375
Ruben Molina,Mexican (AAA),sa824772
Ruben Reyes,- - -,sa919906
Ruben Vicente,Mexican (AAA),sa244124
Ruddy Acosta,Mexican (AAA),sa824737
Ruddy Rodriguez,White Sox (R),sa3005331
Rudy Gonzalez,Mexican (AAA),sa202758
Ryan Atkinson,Diamondbacks (AA),sa921224
Ryan Bollinger,- - -,sa503763
Ryan Campbell,Reds (R),sa3006636
Ryan Castellani,Rockies (AA),sa828689
Ryan Chandler,Rangers (A-),sa3006761
Ryan Clark,- - -,sa875057
Ryan Conroy,- - -,sa3007906
Ryan Dease,- - -,sa3004664
Ryan Dunne,Reds (R),sa3008028
Ryan Eades,- - -,sa549448
Ryan Feltner,Rockies (R),sa3008222
Ryan Fernandez,Red Sox (R),sa3007996
Ryan Halstead,- - -,sa549980
Ryan Hartman,Astros (AA),sa918166
Ryan Helsley,- - -,sa874172
Ryan Hendrix,Reds (A+),sa738145
Ryan Hissey,Blue Jays (AA),sa857726
Ryan Kellogg,Cubs (A+),sa658192
Ryan Koziol,- - -,sa878100
Ryan Kussmaul,Mexican (AAA),sa554616
Ryan Lawlor,Cubs (A),sa875198
Ryan Lillie,- - -,sa3004740
Ryan Luna,Mexican (AAA),sa918646
Ryan Mason,- - -,sa856254
Ryan McAuliffe,Mets (A-),sa3004919
Ryan McKay,- - -,sa875357
Ryan McNeil,Cubs (AA),sa657941
Ryan Miller,Diamondbacks (A-),sa3008035
Ryan Moseley,Dodgers (A+),sa738670
Ryan Newell,Marlins (AA),sa658029
Ryan Nutof,- - -,sa915630
Ryan Olson,- - -,sa918258
Ryan Perez,Mexican (AAA),sa857684
Ryan Peurifoy,Pirates (A),sa3004686
Ryan Ricci,- - -,sa3006840
Ryan Rolison,Rockies (R),sa3008244
Ryan Scott,- - -,sa738447
Ryan Selmer,- - -,sa915846
Ryan Shetter,Braves (R),sa3008161
Ryan Tapani,Nationals (A-),sa3007254
Ryan Thurston,- - -,sa3007861
Ryan Valdes,- - -,sa3004486
Ryan Walker,- - -,sa3007594
Ryan Weathers,- - -,sa3008436
Ryan Weiss,- - -,sa3007778
Ryan Williams,- - -,sa829137
Ryan Williamson,Nationals (R),sa3008258
Ryan Wilson,Orioles (A),sa3004585
Ryder Ryan,- - -,sa829853
Rylan Kaufman,- - -,sa3008588
Ryley Gilliam,Mets (A-),sa3008225
Ryne Harper,- - -,sa599485
Ryne Inman,Mariners (A),sa875696
Ryne Slack,Rangers (AA),sa659790
Sadrac Franco,- - -,sa3005073
Sal Biasi,- - -,sa3004091
Sal Giardina,- - -,sa829575
Sal Mendez,- - -,sa739012
Salvador Justo,Rockies (A+),sa737459
Salvador Valdez,- - -,sa262058
Sam Bragg,- - -,sa738235
Sam Clay,Twins (AA),sa828815
Sam Coonrod,- - -,sa827483
Sam Delaplane,Mariners (A),sa3004222
Sam Held,Nationals (A),sa918665
Sam Hentges,Indians (A+),sa828881
Sam Keating,Padres (A-),sa3005025
Sam Lewis,- - -,sa701852
Sam McWilliams,- - -,sa829124
Sam Pastrone,- - -,sa875758
Sam Perez,Marlins (A+),sa917997
Sam Selman,- - -,sa501758
Sam Sheehan,Athletics (A+),sa918715
Sam Street,Pirates (AA),sa829233
Sam Tewes,- - -,sa738268
Sam Wolff,- - -,sa503437
Samil De Los Santos,Angels (AA),sa598569
Samir Portorreal,Angels (R),sa916701
Samir Vivas,- - -,sa827957
Samuel Burgos,Rangers (R),sa3005868
Samuel Perez,Angels (R),sa3008176
Samuel Quintana,Giants (R),sa3005447
Samuel Reyes,Pirates (A),sa3003036
Samuel Vasquez,Indians/Brewers (R),sa3005849
Samuel Zazueta,- - -,sa828297
Sandel De La Cruz,- - -,sa3004652
Sandro Cabrera,Giants (A+),sa873292
Sandy Brito,Rays (R),sa828434
Sanel Rosendo,Cardinals (R),sa872476
Saniel Santana,Cardinals (R),sa3006560
Santiago Elizondo,Brewers (R),sa3005827
Santiago Florez,Pirates (R),sa3003026
Santiago Gutierrez,Mexican (AAA),sa295625
Santos Moreno,Blue Jays (R),sa3006492
Sarkis Ohanian,- - -,sa827459
Sasagi Sanchez,Mexican (AAA),sa824742
Sati Santa Cruz,Phillies (R),sa3004636
Saul Castellanos,- - -,sa883144
Saul Cuenca,Mariners (R),sa873528
Saul De La Cruz,Pirates (R),sa3002906
Saul Gonzalez,Mets (R),sa3008360
Saul Vazquez,Cubs (R),sa3006361
Scooter Hightower,- - -,sa875703
Scott Blewett,Royals (AA),sa828695
Scott Boches,- - -,sa3004022
Scott Burke,Orioles (A),sa738474
Scott Effross,Cubs (AA),sa857667
Scott Engler,Rangers (A-),sa918353
Scott Griggs,Rockies (AA),sa502935
Scott Kuzminsky,- - -,sa3005312
Scott Moss,Reds (A+),sa738902
Scott Sebald,- - -,sa919818
Scott Shuman,Mexican (AAA),sa328196
Scott Squier,- - -,sa599215
Scott Sunitsch,- - -,sa3007251
Sean Barry,Cubs (A-),sa3005214
Sean Boyle,Yankees (R),sa3007618
Sean Brady,- - -,sa737808
Sean Chandler,Rangers (A-),sa876088
Sean Guenther,- - -,sa915817
Sean Hjelle,Giants (A-),sa3007989
Sean Isaac,- - -,sa918944
Sean Keselica,Pirates (AA),sa876113
Sean McLaughlin,- - -,sa659266
Sean Poppen,- - -,sa918427
Sean Rackoski,Blue Jays (R),sa3006964
Sean Stutzman,Astros (AA),sa920319
Sean Thompson,White Sox (R),sa3007595
Sean Wymer,Blue Jays (A-),sa3007204
Sebastian Kessay,Diamondbacks (A+),sa738247
Sebastian Tabata,Cardinals (R),sa3006576
Sergio Alvarado,- - -,sa977123
Sergio Carrizoza,Padres (R),sa3006125
Sergio Cubilete,Pirates (A),sa917366
Sergio Leon,Blue Jays (R),sa3003394
Sergio Morillo,- - -,sa3005196
Sergio Ordonez,Braves (R),sa3004270
Sergio Pacheco,Rangers (R),sa919042
Sergio Sanchez,Phillies (R),sa3006419
Sergio Sierra,Mexican (AAA),sa826043
Sergio Suarez,- - -,sa828486
Sergio Valenzuela,- - -,sa254802
Seth Corry,- - -,sa3004648
Seth Davis,- - -,sa875988
Seth Elledge,- - -,sa3004011
Seth Martinez,Athletics (A),sa918364
Seth McGarry,Phillies (AA),sa857614
Seth Nordlin,Rangers (A-),sa3004215
Seth Pinkerton,Twins (R),sa3007615
Seth Romero,Nationals (A),sa3005301
Seth Simmons,- - -,sa598797
Seth Varner,- - -,sa829168
Shameko Smith,Rockies (R),sa3005319
Shane Baz,- - -,sa3004765
Shane Broyles,Rockies (AAA),sa658297
Shane Mardirosian,Reds (A+),sa829138
Shane McCarthy,- - -,sa915740
Shane McClanahan,- - -,sa3008547
Shao-Ching Chiang,- - -,sa659598
Shaq Matta,- - -,sa878080
Sharlon Schoop,Orioles (AAA),sa293531
Shaun Anderson,- - -,sa739018
Shawn Dubin,Astros (A-),sa3007248
Shawn Semple,- - -,sa3004661
Shea Murray,Pirates (A-),sa3006760
Shea Spitzbarth,- - -,sa873695
Shelby Lackey,Rockies (A-),sa3006771
Shuruendy Valeriano,Rays (R),sa3005813
Sidney Duprey,Giants (A-),sa918933
Simeon Woods Richardson,- - -,sa3008423
Simon Mathews,- - -,sa915665
Simon Rosenblum-Larson,- - -,sa3006772
Sixto Sanchez,Phillies (A+),sa873550
Skylar Arias,- - -,sa918539
Slater Lee,- - -,sa3004224
Solomon Bates,Giants (A-),sa3006951
Sonny Vargas,Giants (R),sa3006163
Spencer Adams,- - -,sa828687
Spencer Herrmann,- - -,sa829717
Spencer Howard,Phillies (A),sa3004923
Spencer Jones,- - -,sa918190
Spencer Kulman,- - -,sa3004921
Spencer Moran,- - -,sa829020
Spenser Watkins,- - -,sa829520
Stalyn Sanchez,Rockies (R),sa3008456
Stanley Guzman,Rangers (R),sa3006519
Stanly Sabino,Rays (R),sa917791
Starlin Balbuena,Cardinals (R),sa872478
Starlin Cordero,Padres (R),sa874250
Starling Javier,- - -,sa3007820
Starlyn Reynoso,Pirates (R),sa3006147
Steffon Moore,- - -,sa3007857
Stephen Bruno,Cubs (AAA),sa502917
Stephen Greenlees,- - -,sa3004774
Stephen Keller,Reds (R),sa3004943
Stephen Kolek,- - -,sa3007990
Stephen Nogosek,- - -,sa873682
Stephen Perakslis,Mariners (AA),sa621679
Stephen Ridings,Cubs (A-),sa918119
Stephen Villines,- - -,sa874197
Stephen Yancey,- - -,sa3007253
Sterling Sharp,- - -,sa738458
Stetson Allie,- - -,sa548192
Stetson Woods,- - -,sa829165
Steve Berman,Dodgers (A+),sa873599
Steven Bruce,Rangers (A+),sa919819
Steven Cruz,Twins (R),sa3003140
Steven Farnworth,- - -,sa829337
Steven Fuentes,- - -,sa828326
Steven Jennings,Pirates (R),sa3004812
Steven Klimek,Orioles (A+),sa876117
Steven Moyers,- - -,sa920718
Steven Perez,Indians (R),sa3008362
Steven Wilson,- - -,sa3006795
Stevie Ledesma,- - -,sa3007814
Stiven Gutierrez,- - -,sa3006416
Stiven Montilla,Athletics (R),sa3006514
Sucre Valdez,- - -,sa878292
Sven Schueller,- - -,sa837843
T.J. Weir,- - -,sa829207
T.J. Zeuch,- - -,sa738498
Tad Ratliff,Royals (A),sa3004683
Tahnaj Thomas,Indians (R),sa3003066
Tai Tiedemann,Rangers (A-),sa918110
Taj Bradley,Rays (R),sa3007839
Tanner Allison,- - -,sa3005032
Tanner Andrews,- - -,sa3007850
Tanner Banks,- - -,sa829193
Tanner Chleborad,Orioles (AA),sa599273
Tanner Chock,- - -,sa3007472
Tanner Dodson,Rays (A-),sa3007008
Tanner Driskill,- - -,sa3007480
Tanner Duncan,- - -,sa3004368
Tanner English,Twins (AA),sa599081
Tanner Houck,Red Sox (A+),sa829037
Tanner Howell,- - -,sa3006839
Tanner Kiest,Twins (A),sa738380
Tanner Lawson,Braves (R),sa3007208
Tanner Myatt,- - -,sa3007719
Tanner Raiburn,Red Sox (A-),sa3004675
Tanner Tully,Indians (A+),sa873685
Tarik Skubal,- - -,sa3007593
Tate Budnick,- - -,sa3006997
Tate Scioneaux,Pirates (AA),sa857686
Tayler Saucedo,- - -,sa875298
Tayler Scott,Rangers (AAA),sa597840
Taylor Ahearn,- - -,sa3004485
Taylor Braley,- - -,sa3005145
Taylor Bryant,Cardinals (A+),sa3004607
Taylor Clarke,Diamondbacks (AAA),sa874810
Taylor Guilbeau,Nationals (A+),sa602564
Taylor Hearn,- - -,sa658531
Taylor Henry,Mets (A),sa875295
Taylor Lehman,Phillies (R),sa3007834
Taylor Varnell,White Sox (R),sa3006806
Taylor Widener,Diamondbacks (AA),sa918271
Ted Cillis,- - -,sa3006838
Teddy Stankiewicz,- - -,sa657954
Tejay Antone,Reds (A+),sa658534
Teodoro Ortega,Athletics (R),sa3006486
Terance Marin,Mexican (AAA),sa556821
Thad Ward,Red Sox (A-),sa3008098
Theo McDowell,Rangers (R),sa3007809
Thomas Burrows,- - -,sa874215
Thomas Hatch,Cubs (AA),sa738514
Thomas Jankins,- - -,sa873276
Thomas McIlraith,Mets (A+),sa875253
Thomas Melgarejo,Mexican (AAA),sa328570
Thomas Ponticelli,- - -,sa3007730
Thomas St. Clair,- - -,sa3004021
Thony Amoroso,Nationals (R),sa3002608
Thowar Martinez,Yankees (R),sa3006574
Tiago Da Silva,Mexican (AAA),sa795086
Tim Berry,Phillies (AA),sa503777
Tim Cate,- - -,sa3007926
Tim Hardy,- - -,sa3004104
Tim Herrin,Indians (R),sa3007262
Timothy Naughton,Orioles (A),sa3004713
Tobias Myers,Rays (A),sa918088
Todd Van Steensel,Twins (AA),sa505234
Tom Colletti,- - -,sa3004927
Tom Cosgrove,Padres (A),sa915675
Tom de Blok,- - -,sa971762
Tom Eshelman,Phillies (AAA),sa874778
Tom Hackimer,Twins (A+),sa872726
Tom Sutera,Phillies (R),sa3008478
Tom Windle,Phillies (AAA),sa549785
Tomas Alastre,Nationals (A),sa873529
Tomas Reyes,Indians/Brewers (R),sa3008445
Tomas Solis,- - -,sa508197
Tommy Bergjans,- - -,sa875211
Tommy DeJuneas,- - -,sa915735
Tommy Doyle,Rockies (A),sa829687
Tommy Eveld,- - -,sa918150
Tommy Nance,Cubs (AA),sa919392
Tommy Parsons,Cardinals (R),sa3007624
Tommy Romero,- - -,sa3004469
Tommy Wilson,Mets (A-),sa3008072
Tony Amezcua,- - -,sa548382
Tony Cordova,- - -,sa548642
Tony Dibrell,Mets (A),sa3004657
Tony Gonsolin,- - -,sa918175
Tony Guerra,Mexican (AAA),sa870202
Tony Hernandez,Yankees (R),sa918363
Tony Santillan,- - -,sa874781
Travis Bergen,- - -,sa856186
Travis Herrin,- - -,sa875780
Travis Lakins,- - -,sa873678
Travis MacGregor,- - -,sa917950
Travis Moths,- - -,sa3008484
Travis Neubeck,- - -,sa875202
Travis Ott,- - -,sa738460
Travis Perry,- - -,sa3007488
Travis Radke,- - -,sa602806
Travis Seabrooke,- - -,sa738330
Trent Autry,Diamondbacks (R),sa3004016
Trent Fennell,Rockies (R),sa3007811
Trent Johnson,- - -,sa918354
Trent Shelton,Padres (R),sa3007864
Trent Szkutnik,- - -,sa709586
Trent Thornton,Astros (AAA),sa857695
Trent Toplikar,Giants (A-),sa3007803
Trevor Bettencourt,- - -,sa918556
Trevor Charpie,Rays (A+),sa3004606
Trevor Clifton,- - -,sa737901
Trevor Frank,- - -,sa737842
Trevor Horn,- - -,sa3007457
Trevor Kelley,- - -,sa827465
Trevor Lane,- - -,sa918196
Trevor McKenna,Diamondbacks (A-),sa3006709
Trevor Megill,- - -,sa828803
Trevor Rogers,Marlins (A),sa3005423
Trevor Stephan,- - -,sa918441
Trey Ball,Red Sox (AA),sa737438
Trey Cobb,- - -,sa918276
Trey Cochran-Gill,- - -,sa827389
Trey Cumbie,Rays (A-),sa3006954
Trey Killian,Rockies (A+),sa827345
Trey Riley,Braves (R),sa3007611
Trey Supak,- - -,sa828707
Trey Teakell,Tigers (A+),sa827438
Trey Turner,- - -,sa3006696
Tristan Archer,- - -,sa503277
Tristan Beck,Braves (R),sa3008526
Triston McKenzie,Indians (AA),sa874760
Troy Bacon,- - -,sa918926
Troy Miller,Blue Jays (A-),sa3008453
Troy Montemayor,Cardinals (A-),sa3006961
Troy Watson,Blue Jays (R),sa3007249
Tucker Davidson,Braves (A+),sa918393
Tucker Healy,- - -,sa621510
Tulio Santa Maria,Angels (R),sa3003016
Turner Larkins,Blue Jays (A),sa829565
Ty Boyles,Reds (A+),sa737945
Ty Cohen,Cardinals (R),sa3007816
Ty Culbreth,Rockies (A+),sa918095
Ty Damron,- - -,sa738284
Ty Tice,- - -,sa3004015
Tyler Alexander,- - -,sa738285
Tyler Alexander,Mexican (AAA),sa738376
Tyler Benninghoff,Twins (R),sa918219
Tyler Bray,Cardinals (AA),sa829423
Tyler Buffett,Reds (A),sa918044
Tyler Carr,- - -,sa3007491
Tyler Cohen,Rangers (R),sa3007770
Tyler Cyr,Giants (AA),sa875270
Tyler Davis,Rangers (AA),sa875355
Tyler Day,Rays (A),sa3004105
Tyler Eppler,Pirates (AAA),sa829043
Tyler Erwin,Orioles (A+),sa918535
Tyler Fallwell,Phillies (A),sa918454
Tyler Ferguson,- - -,sa658964
Tyler Frohwirth,Marlins (A),sa918707
Tyler Gilbert,- - -,sa875068
Tyler Gray,Royals (R),sa3007723
Tyler Herb,- - -,sa829625
Tyler Higgins,Mariners (AAA),sa503722
Tyler Ivey,- - -,sa3004574
Tyler Jackson,- - -,sa3004743
Tyler Jandron,Diamondbacks (R),sa3006995
Tyler Jay,Twins (AA),sa857588
Tyler Johnson,Yankees (R),sa3007736
Tyler Johnson,- - -,sa915688
Tyler Jones,Marlins (R),sa3007999
Tyler Jones,Pirates (AAA),sa549495
Tyler Joyner,- - -,sa3006836
Tyler Kane,- - -,sa738905
Tyler Keele,- - -,sa918336
Tyler Kolek,- - -,sa828660
Tyler Mapes,- - -,sa603121
Tyler Mark,- - -,sa875058
Tyler McKay,Phillies (R),sa3007851
Tyler Mitzel,- - -,sa3007862
Tyler Mondile,Reds (A),sa918013
Tyler Mortensen,- - -,sa3007897
Tyler Palm,Twins (R),sa3007270
Tyler Pearson,Cubs (A+),sa550031
Tyler Peyton,Cubs (A+),sa876105
Tyler Phillips,- - -,sa875646
Tyler Pike,Braves (AA),sa657974
Tyler Rogers,Giants (AAA),sa739036
Tyler Schimpf,- - -,sa829573
Tyler Smith,Angels (R),sa3006828
Tyler Stevens,- - -,sa915801
Tyler Suellentrop,Mariners (R),sa3006831
Tyler Thomas,- - -,sa873974
Tyler Tungate,- - -,sa3006807
Tyler Viza,- - -,sa738610
Tyler Watson,- - -,sa659063
Tyler Watson,- - -,sa876164
Tyler Wells,- - -,sa918346
Tyler Zombro,Rays (A),sa873686
Tyler Zuber,- - -,sa915650
Tylor Megill,Mets (A-),sa3007988
Tyree Thompson,Rangers (A),sa918618
Tyson Miller,Cubs (A+),sa873257
Tyson Perez,- - -,sa598434
Uarlim German,- - -,sa3003111
Ulises Joaquin,Mexican (AAA),sa597845
Ulises Lopez,Mexican (AAA),sa897261
Ulises Perez,Mariners (A-),sa826677
Valente Bellozo,Astros (R),sa3006119
Valentin Linarez,Pirates (R),sa3006557
Valentin Morales,Mexican (AAA),sa3008440
Vance Tatum,- - -,sa874233
Vanny Valenzuela,- - -,sa509795
Victor Acosta,Tigers (R),sa3006412
Victor Azor,Rockies (R),sa3007238
Victor Castaneda,Brewers (R),sa978399
Victor Cavalieri,- - -,sa3007494
Victor Concepcion,Giants (R),sa827971
Victor Diaz,Brewers (A+),sa659749
Victor Espinosa,Mexican (AAA),sa226410
Victor Garcia,Red Sox (A-),sa873197
Victor Gomez,Angels (R),sa3005838
Victor Gonzalez,- - -,sa739644
Victor Isturiz,- - -,sa917877
Victor Martinez,- - -,sa3002690
Victor Medina,Royals (R),sa3003063
Victor Mendez,Rockies (R),sa3006160
Victor Mueses,Tigers (A-),sa828562
Victor Munoz,Rays (R),sa3006381
Victor Payano,Reds (AA),sa548111
Victor Rodriguez,Diamondbacks (R),sa3006975
Victor Romero,Orioles (A-),sa828748
Victor Santos,Phillies (R),sa3003083
Victor Sobil,Phillies (R),sa826780
Victor Vargas,Phillies (R),sa3007724
Victor Vasquez,Brewers (R),sa3003147
Victor Villanueva,Cardinals (R),sa3008137
Victor Vodnik,Braves (R),sa3008527
Vijay Miller,- - -,sa3004468
Vince Arobio,White Sox (R),sa918614
Vince Deyzel,Pirates (R),sa920268
Vincenzo Aiello,- - -,sa3004320
Vinny Santarsiero,- - -,sa948674
Vitor Watanabe,Indians/Brewers (R),sa3006138
Vladimir Gutierrez,Reds (AA),sa952977
Wade Beasley,Brewers (R),sa3008460
